exchange_id,scooter_id,swapIn_X,swapIn_Y,trip_1_distance,swapout_X,swapout_Y,trip_last_distance,total_distance
ddd5c09c-f007-4d98-a4d1-ead79663b9e7,aa6c3175-c18a-4fe2-92c5-b709264b44cf,307333.1722324691,2766461.470989537,3.2,305951.6829548778,2765971.4778550495,3.2,3200.0
3a61f09e-399c-4edd-8531-67e93e4a9bd5,aa6c3175-c18a-4fe2-92c5-b709264b44cf,308264.47507983795,2764511.8008054616,3.0,307333.1722324691,2766461.470989537,3.0,3000.0
acbfe64d-2fec-49c1-926c-21a9bb3c1f12,aa6c3175-c18a-4fe2-92c5-b709264b44cf,306833.0974265256,2764787.5759921605,2.0,308264.47507983795,2764511.8008054616,2.0,2000.0
ee2f6500-e89a-4abc-8637-5a171bc4ad37,aa6c3175-c18a-4fe2-92c5-b709264b44cf,302966.9856622959,2766542.342142306,8.9,306833.0974265256,2764787.5759921605,8.9,8900.0
9e9a9500-b31f-48eb-a8be-f15c1fa37efc,aa6c3175-c18a-4fe2-92c5-b709264b44cf,302017.93994466827,2766678.9309778293,1.1,302966.9856622959,2766542.342142306,1.1,1100.0
a8b46c17-d115-4ea5-99dc-21e527ffdb64,aa6c3175-c18a-4fe2-92c5-b709264b44cf,300948.07500376215,2766440.966421709,1.5,302017.93994466827,2766678.9309778293,1.5,1500.0
b978b9d2-e97d-42ac-9434-51ea2ed79f90,aa6c3175-c18a-4fe2-92c5-b709264b44cf,300308.2478400842,2765856.4123338247,1.1,300948.07500376215,2766440.966421709,1.1,1100.0
6c22a571-814d-4886-aa97-54fe77427596,aa6c3175-c18a-4fe2-92c5-b709264b44cf,300090.0432544704,2765901.6905449782,1.2000000000000002,300308.2478400842,2765856.4123338247,1.2000000000000002,1200.0000000000002
c6991b9e-4885-4772-a43f-e446992270db,aa6c3175-c18a-4fe2-92c5-b709264b44cf,298158.99054412614,2767365.6170590213,10.600000000000001,300090.0432544704,2765901.6905449782,13.0,10600.000000000002
c650e549-17f0-4864-af22-3cc84fafc34b,aa6c3175-c18a-4fe2-92c5-b709264b44cf,297926.80881637364,2766771.318311407,1.9000000000000001,298158.99054412614,2767365.6170590213,1.9000000000000001,1900.0000000000002
7fc88e4c-8d83-4e02-aa96-b62e5178bf97,aa6c3175-c18a-4fe2-92c5-b709264b44cf,298810.58514915296,2766043.167119538,1.6,297926.80881637364,2766771.318311407,1.6,1600.0
